"","code_id","type_id","group_id","code_name","group_name","specific_type_id"
"1055","G8563","HCPC","XX0000","PT NO REF OTO REAS NO SPEC","Ungrouped Codes",""
"1056","G8564","HCPC","XX0000","PT REF OTO EVAL","Ungrouped Codes",""
"1057","G8565","HCPC","XX0000","VER DOC HEAR LOSS","Ungrouped Codes",""
"1058","G8566","HCPC","XX0000","PT INELIG REF OTO EVAL","Ungrouped Codes",""
"1059","G8567","HCPC","XX0000","PT NO DOC HEAR LOSS","Ungrouped Codes",""
"1060","G8568","HCPC","XX0000","PT NO REF OTOLO NO SPEC","Ungrouped Codes",""
"1061","G8569","HCPC","XX0000","Prolonged postoperative intubation (> 24 hrs) required","Ungrouped Codes",""
"1062","G8570","HCPC","XX0000","Prolonged postoperative intubation (> 24 hrs) not required","Ungrouped Codes",""
"1063","G8571","HCPC","XX0000","STER WD IFX 30 D POSTOP","Ungrouped Codes",""
"1064","G8572","HCPC","XX0000","NO STER WD IFX","Ungrouped Codes",""
"1065","G8573","HCPC","XX0000","STK/CVA CABG","Ungrouped Codes",""
"1066","G8574","HCPC","XX0000","NO STRK/CVA CABG","Ungrouped Codes",""
"1067","G8575","HCPC","XX0000","POSTOP REN INSUF","Ungrouped Codes",""
"1068","G8576","HCPC","XX0000","NO POSTOP REN INSUF","Ungrouped Codes",""
"1069","G8577","HCPC","XX0000","REOP REQ BLD GRFT OTH","Ungrouped Codes",""
"1070","G8578","HCPC","XX0000","NO REOP REQ BLD GRFT OTH","Ungrouped Codes",""
"1071","G8579","HCPC","XX0000","ANTPLT MED DISCH","Ungrouped Codes",""
"1072","G8580","HCPC","XX0000","ANTPLT MED CONTRAIND","Ungrouped Codes",""
"1073","G8581","HCPC","XX0000","NO ANTPLT MED DISCH","Ungrouped Codes",""
"1074","G8582","HCPC","XX0000","BBLOCK DISCH","Ungrouped Codes",""
"1075","G8583","HCPC","XX0000","BBLOCK CONTRAIND","Ungrouped Codes",""
"1076","G8584","HCPC","XX0000","NO BBLOCK DISCH","Ungrouped Codes",""
"1077","G8585","HCPC","XX0000","ANTILIPID TREAT DISCH","Ungrouped Codes",""
"1078","G8586","HCPC","XX0000","ANTLIP DISCH CONTRA","Ungrouped Codes",""
"1079","G8587","HCPC","XX0000","NO ANTLIPID TREAT DISCH","Ungrouped Codes",""
"1080","G8588","HCPC","XX0000","SYS BP <140","Ungrouped Codes",""
"1081","G8589","HCPC","XX0000","SYS BP >= 140","Ungrouped Codes",""
"1082","G8590","HCPC","XX0000","DIA BP < 90","Ungrouped Codes",""
"1083","G8591","HCPC","XX0000","DIA BP >= 90","Ungrouped Codes",""
"1084","G8592","HCPC","XX0000","NO BP MEASURE","Ungrouped Codes",""
"1085","G8593","HCPC","XX0000","LIPID PN RESULTS","Ungrouped Codes",""
"1086","G8594","HCPC","XX0000","NO LIPID PROF PERF","Ungrouped Codes",""
"1087","G8595","HCPC","XX0000","LDL < 100","Ungrouped Codes",""
"1088","G8596","HCPC","XX0000","NO LDL PERF","Ungrouped Codes",""
"1089","G8597","HCPC","XX0000","LDL >= 100","Ungrouped Codes",""
"1090","G8598","HCPC","XX0000","ASP THERP USED","Ungrouped Codes",""
"1091","G8599","HCPC","XX0000","NO ASP THERP USED","Ungrouped Codes",""
"1092","G8600","HCPC","XX0000","TPA INITI W/IN 3 HRS","Ungrouped Codes",""
"1093","G8601","HCPC","XX0000","NO ELIG TPA INIT W/IN 3 HRS","Ungrouped Codes",""
"1094","G8602","HCPC","XX0000","NO TPA INIT W/IN 3 HRS","Ungrouped Codes",""
"1095","G8603","HCPC","XX0000","SPOK LANG COMP SCORE","Ungrouped Codes",""
"1096","G8604","HCPC","XX0000","NO HIGH SCORE SPOK LANG","Ungrouped Codes",""
"1097","G8605","HCPC","XX0000","NO SPOK LANG COMP SCORE","Ungrouped Codes",""
"1098","G8606","HCPC","XX0000","ATTENTION SCORE","Ungrouped Codes",""
"1099","G8607","HCPC","XX0000","NO HIGH SCORE ATTENTION","Ungrouped Codes",""
"1100","G8608","HCPC","XX0000","NO ATTENTION SCORE","Ungrouped Codes",""
"1101","G8609","HCPC","XX0000","MEMORY SCORE","Ungrouped Codes",""
"1102","G8610","HCPC","XX0000","NO HIGH SCORE MEMORY","Ungrouped Codes",""
"1103","G8611","HCPC","XX0000","NO MEMORY SCORE","Ungrouped Codes",""
"1104","G8612","HCPC","XX0000","MOTO SPEECH SCORE","Ungrouped Codes",""
"1105","G8613","HCPC","XX0000","NO HIGH SCORE MOTO SPEECH","Ungrouped Codes",""
"1106","G8614","HCPC","XX0000","NO MOTO SPEECH SCORE","Ungrouped Codes",""
"1107","G8615","HCPC","XX0000","READING SCORE","Ungrouped Codes",""
"1108","G8616","HCPC","XX0000","NO HIGH SCORE READING","Ungrouped Codes",""
"1109","G8617","HCPC","XX0000","NO READING SCORE","Ungrouped Codes",""
"1110","G8618","HCPC","XX0000","SPOK LANG EXP SCORE","Ungrouped Codes",""
"1111","G8619","HCPC","XX0000","NO HIGH SCORE SPOK LANG EXP","Ungrouped Codes",""
"1112","G8620","HCPC","XX0000","NO SPOK LANG EXP SCORE","Ungrouped Codes",""
"1113","G8621","HCPC","XX0000","WRITING SCORE","Ungrouped Codes",""
"1114","G8622","HCPC","XX0000","NO HIGH SCORE WRITING","Ungrouped Codes",""
"1115","G8623","HCPC","XX0000","NO WRITING SCORE","Ungrouped Codes",""
"1116","G8624","HCPC","XX0000","SWALLOWING SCORE","Ungrouped Codes",""
"1117","G8625","HCPC","XX0000","NO HIGH SCORE SWALLOWING","Ungrouped Codes",""
"1118","G8626","HCPC","XX0000","NO SWALLOWING SCORE","Ungrouped Codes",""
"1119","G8627","HCPC","XX0000","SURG PROC W/IN 30 DAYS","Ungrouped Codes",""
"1120","G8628","HCPC","XX0000","NO SURG PROC W/IN 30 DAYS","Ungrouped Codes",""
"1121","G9143","HCPC","XX0000","WARFARIN RESPON GENETIC TEST","Ungrouped Codes",""
"1122","0130T","CPT","XX0000","CHRON CARE DRUG INVESTIGATN","Ungrouped Codes",""
"1123","99241","CPT","CT99309","Office consultation for a new or established patient, which requires these three key components: A problem focused history; A problem focused examination; and Straightforward medical decision making. Counseling and/or coordination of care with other ","Physician Services",""
"1124","99242","CPT","CT99309","Office consultation for a new or established patient, which requires these three key components: An expanded problem focused history; An expanded problem focused examination; and Straightforward medical decision making. Counseling and/or coordination","Physician Services",""
"1125","99243","CPT","CT99309","Office consultation for a new or established patient, which requires these three key components: A detailed history; A detailed examination; and Medical decision making of low complexity. Counseling and/or coordination of care with other providers or","Physician Services",""
"1126","99244","CPT","CT99309","Office consultation for a new or established patient, which requires these three key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with oth","Physician Services",""
"1127","99245","CPT","CT99309","Office consultation for a new or established patient, which requires these three key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other p","Physician Services",""
"1128","99251","CPT","CT99309","Inpatient consultation for a new or established patient, which requires these three key components: A problem focused history; A problem focused examination; and Straightforward medical decision making. Counseling and/or coordination of care with oth","Physician Services",""
"1129","99252","CPT","CT99309","Inpatient consultation for a new or established patient, which requires these three key components: An expanded problem focused history; An expanded problem focused examination; and Straightforward medical decision making. Counseling and/or coordinat","Physician Services",""
"1130","99253","CPT","CT99309","Inpatient consultation for a new or established patient, which requires these three key components: A detailed history; A detailed examination; and Medical decision making of low complexity. Counseling and/or coordination of care with other providers","Physician Services",""
"1131","99254","CPT","CT99309","Inpatient consultation for a new or established patient, which requires these three key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with ","Physician Services",""
"1132","99255","CPT","CT99309","Inpatient consultation for a new or established patient, which requires these three key components: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with othe","Physician Services",""
"1133","99446","CPT","CT99310","Interprofessional telephone/Internet assessment and management service provided by a consultative physician including a verbal and written report to the patient's treating/requesting physician or other qualified health care professional; 5-10 minutes","Preventive Medicine, Counseling, Coordination",""
"1134","99447","CPT","CT99310","Interprofessional telephone/Internet assessment and management service provided by a consultative physician including a verbal and written report to the patient's treating/requesting physician or other qualified health care professional; 11-20 minute","Preventive Medicine, Counseling, Coordination",""
"1135","99448","CPT","CT99310","Interprofessional telephone/Internet assessment and management service provided by a consultative physician including a verbal and written report to the patient's treating/requesting physician or other qualified health care professional; 21-30 minute","Preventive Medicine, Counseling, Coordination",""
"1136","99449","CPT","CT99310","Interprofessional telephone/Internet assessment and management service provided by a consultative physician including a verbal and written report to the patient's treating/requesting physician or other qualified health care professional; 31 minutes o","Preventive Medicine, Counseling, Coordination",""
"1137","99460","CPT","CT1501","INIT NB EM PER DAY, HOSP","E & M - newborn care",""
"1138","99461","CPT","CT1501","INIT NB EM PER DAY, NON-FAC","E & M - newborn care",""
"1139","99462","CPT","CT9903","Subsequent hospital care, per day, for evaluation and management of normal newborn","E & M - hospital",""
